weighted_filers,filers_receiving_eitc,total_eitc_dollars,filers_receiving_ctc,total_ctc_dollars,refundable_ctc_dollars,hi_eitc_dollars
802603.5204094648,114460.00000143051,171471915.74215505,182428.23003053665,656535053.007108,485222442.42172277,68588766.29686202
