weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,poverty_rate_rxkids_hi,persons_lifted_rxkids_hi,gap_closed_rxkids_hi_$,poverty_rate_hoh_baseline,persons_in_poverty_hoh_baseline,weighted_persons_hoh,persons_lifted_rxkids_hi_hoh,poverty_rate_rxkids_hi_hoh
1395352.0204154253,802603.5204094648,0.24612285277966028,343428.01989650726,2969705288.1751003,0.24449601599096618,2270.0099999904633,27750842.32916355,0.36691227245201175,78732.51975226402,214581.32001447678,248.16000366210938,0.3657557877978705
