weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,house_district,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$
33918.60007119179,20298.29005253315,0.2615019493090116,8869.780036449432,80019512.77610075,1,0.2785580780075104,578.5200080871582,3381875.449606478,0.27293992156905705,387.9600067138672,785500.7571704537,0.27255665103393134,374.9600067138672,1264968.2072147578,0.29259993108457233,1054.800006866455,6542684.4907627255,0.23815723573452535,791.8200035095215,3007231.700912684,0.24454134355464047,575.2800035476685,1372196.8266547024,0.25368676830467607,265.07999897003174,687849.6579654813
32784.119982481,19282.16998708248,0.3206348059480102,10511.729948759079,90317762.44287145,2,0.37130079934013943,1661.0400063991547,5550610.818740189,0.3431542452123191,738.2799987792969,1453640.3012527227,0.3356164496922607,491.16000604629517,1867808.8813324869,0.3732529639867488,1725.0400063991547,9824873.963508785,0.3092780880529449,372.32000207901,7080111.307900891,0.3144135012241385,203.96000051498413,2261697.6907381713,0.3168219843726012,125.0,1297677.252782315
34449.80999469757,18820.100011706352,0.28761087525642437,9908.140004992485,73587938.5405458,3,0.3297405704874103,1451.35999584198,5403985.343923926,0.3269086244113846,1353.799991607666,2220777.9359883517,0.30774799637724065,693.7199964523315,1712399.9681788236,0.36107078715058033,2530.680006980896,11690898.767057285,0.25353927888505456,1173.7600212097168,4555707.365607515,0.260307386761437,940.5999908447266,2200353.7391118556,0.28351796443857946,141.0,1108653.2797854245
34985.889965415,20336.619986653328,0.25696959493923904,8990.30997300148,76744763.78088838,5,0.2706591137452537,478.939998626709,3685675.017054647,0.2718693157028157,521.2799911499023,824787.8945582509,0.2667238129585286,341.2599983215332,1442641.1049751937,0.28081520799443177,834.2599945068359,6287225.689751938,0.2263984132142612,1069.5599999427795,5797322.515744373,0.2248709402784563,1123.0,1631022.871066004,0.2512244216651363,201.0,1103559.309160456
34152.92004489899,18878.37003135681,0.3048609019375218,10411.890008687973,75710216.57347114,6,0.32246993803786367,601.4000020027161,4444626.766863555,0.31542983708867695,360.959997177124,1345860.513908729,0.31884272257649915,477.5200023651123,1696245.5483777672,0.3425724650445153,1287.9599995613098,8422311.557091907,0.27358041408336364,1068.3200006484985,6281078.598237753,0.2888423593084718,547.080005645752,1741109.976268798,0.2878901713694123,579.600004196167,1242647.1033002883
33579.6999591589,17497.05999839306,0.3233155733671747,10856.839945793152,75957949.90574713,7,0.33924781810859117,534.9999980926514,2014824.7110268623,0.334427048351307,373.1199960708618,375685.5666856319,0.33087371112874103,253.79999828338623,699309.4304732531,0.3680819059517042,1503.2400164604187,3775941.7696587145,0.2657653285585165,1932.519953250885,7699628.882830173,0.31730003420971703,202.0,745652.5769081116,0.3203661723873473,99.03999996185303,1443038.3324510157
40713.239980220795,22991.029995441437,0.256512378122349,10443.450008392334,87635082.11247155,9,0.28794785201597584,1279.8399925231934,3942720.741388947,0.2924181423663168,1461.8399963378906,1267957.5984052122,0.26510123012345876,349.67999267578125,1439111.218035072,0.3108151060211175,2210.8399925231934,9178112.292858616,0.2285745373056323,1137.4400177001953,4031349.1921497285,0.24075828904796248,641.4000091552734,1567699.8673987985,0.24757179760906053,364.0,962904.6898233294
35294.69003021717,20925.620030999184,0.29403573048865245,10377.899965405464,81964862.37978637,11,0.3047704897070049,378.8799991607666,5374945.759987116,0.30986474045663537,558.6800003051758,1046973.4962232709,0.29714328010054236,109.68000030517578,2120050.071784392,0.318611098579948,867.3799991607666,9156652.424781919,0.2604080099606707,1186.8799724578857,7125857.013946712,0.2767776109432787,609.1199798583984,2507421.687768638,0.2750198394240385,671.1599807739258,1474087.5645956695
37583.44011890888,22511.140043854713,0.24565207480288265,9232.450043439865,82290066.51512653,12,0.2611365544700451,581.9600143432617,2757897.05069685,0.25275520330740203,266.96000480651855,562657.2328496873,0.24986243977401004,158.23999977111816,1002355.3101885915,0.2676394186189183,826.3600196838379,4610148.249158919,0.23412465722260062,433.240008354187,4700026.782547742,0.23542842291953978,384.240008354187,1208931.0455352068,0.24565207480288265,0.0,849877.6076221466
38074.24002432823,22189.04002046585,0.24647031665797492,9384.169995307922,77382742.01829195,13,0.268613897245535,843.1000022888184,4251660.7584902495,0.2516864417302124,198.59999799728394,533197.7420712113,0.25639513729087554,377.88000297546387,1528849.5009540021,0.281199834713876,1322.300006389618,6925894.770790011,0.23038384971955203,612.4800033569336,4818885.137147546,0.24040217187641397,231.04000091552734,1952766.585217476,0.23878743174456496,292.52000427246094,938758.9484739006
