weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$
1408606.270473957,810152.2905932665,0.22646443995086168,318999.2301541567,2578826285.8112774,0.24727930543759058,29319.950043678284,107183391.31328201,0.2403119716145651,19505.719932079315,47295250.184788704,0.23515819652630934,12246.08002614975,38863620.48121166,0.2620200605013849,50083.87005805969,226648314.4234166,0.20984403971297697,23411.599992871284,157545779.49524307,0.21664915638245952,13825.869980931282,44609452.221606255,0.2220180874569496,6263.160003662109,32355755.987426758
