tax_year,scenario,population,metric,value
2024,baseline,all,weighted_persons,1408606.270473957
2024,baseline,all,weighted_filers,810152.2905932665
2024,baseline,all,poverty_rate,0.2264644399508616
2024,baseline,all,persons_in_poverty,318999.2301541567
2024,baseline,all,poverty_gap_$,2578826285.8112774
2024,no_eitc,all,poverty_rate,0.2472793054375905
2024,no_eitc,all,persons_lifted,29319.950043678284
2024,no_eitc,all,gap_closed_$,107183391.313282
2024,no_ctc,all,poverty_rate,0.2403119716145651
2024,no_ctc,all,persons_lifted,19505.719932079315
2024,no_ctc,all,gap_closed_$,47295250.184788704
2024,no_hi_eitc,all,poverty_rate,0.2351581965263093
2024,no_hi_eitc,all,persons_lifted,12246.08002614975
2024,no_hi_eitc,all,gap_closed_$,38863620.48121166
2024,no_credits,all,poverty_rate,0.2620200605013849
2024,no_credits,all,persons_lifted,50083.87005805969
2024,no_credits,all,gap_closed_$,226648314.4234166
2024,expanded_ctc_2021,all,poverty_rate,0.2098440397129769
2024,expanded_ctc_2021,all,persons_lifted,23411.599992871284
2024,expanded_ctc_2021,all,gap_closed_$,157545779.49524307
2024,hi_eitc_100pct,all,poverty_rate,0.2166491563824595
2024,hi_eitc_100pct,all,persons_lifted,13825.869980931282
2024,hi_eitc_100pct,all,gap_closed_$,44609452.221606255
2024,hi_ctc_650,all,poverty_rate,0.2220180874569496
2024,hi_ctc_650,all,persons_lifted,6263.160003662109
2024,hi_ctc_650,all,gap_closed_$,32355755.98742676
