weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,senate_district,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$
72062.42997610569,40661.75000023842,0.2447062911808804,17634.129972934723,149651482.52627665,1,0.2758259746240597,2242.5600090026855,4968621.997111559,0.2574019497256473,914.8800048828125,1708058.1204050183,0.2484447164497008,269.40000915527344,1678332.0315158963,0.2941956023100936,3566.3200178146362,10917295.95540008,0.23299810979565008,843.7200012207031,7881274.981151938,0.23776508749480582,500.2000045776367,1965451.169351846,0.2385754959357263,441.8000030517578,1506437.0900081992
67233.04002940655,40223.640013337135,0.2825717834019328,18998.160024642944,152557827.873649,3,0.30907601411985247,1781.9600048065186,5197197.367749512,0.30064504030244565,1215.1200046539307,1989875.4484242797,0.2850259339197114,165.0,1909238.894988656,0.3397734210602692,3845.839994430542,11163510.432538986,0.26179866327495716,1396.6400170326233,7957052.025819838,0.2735738260867163,604.960024356842,2045307.493329525,0.27390937539302335,582.4000244140625,1670513.2073716521
67767.31005108356,39012.400015592575,0.2819571854325306,19107.480006337166,134348457.00216866,4,0.3141886550012414,2184.2399916648865,7678211.560197592,0.29524972998113286,900.7999877929688,3256493.160062909,0.29749269937551504,1052.7999901771545,2598737.43011871,0.3339197028622912,3521.360029697418,15366750.699626714,0.26463851058638405,1173.6400079727173,12566837.16082728,0.27659648866798253,363.2799997329712,3058227.1202661097,0.2786163416031405,226.39999961853027,2489594.139391437
74016.01995790005,44498.60996949673,0.21273962046943884,15746.139994502068,125768958.93007717,6,0.23397988712702794,1572.1200008392334,6210228.216938853,0.22344000666344302,791.9999980926514,2403783.507284656,0.2222381047085004,703.0399990081787,2292785.8741883934,0.23985212937454234,2006.7600002288818,11954799.582512558,0.1939007259533846,1394.3799924850464,7912094.009425551,0.20255966218262317,753.4799957275391,2417929.4804367125,0.20765963913277866,376.0,1710867.1028940976
79414.90004885197,46085.93003690243,0.24726682254203466,19636.6699975729,149299024.47336447,7,0.2668142876317131,1552.3599863052368,6994691.123773903,0.26794304310643136,1641.9999895095825,2619489.973330319,0.25057703265022724,262.8800048828125,2538037.419572592,0.28899350089448306,3313.7199907302856,14964433.733088404,0.23324502053105095,1113.5400052070618,10829219.155742824,0.2431674658843193,325.54999923706055,3382320.225973904,0.24313661524090815,328.0,2181292.040595114
82654.15006566048,46582.620037674904,0.22593723349069825,18674.650002360344,146840633.92420316,8,0.26593546732181617,3306.0200214385986,7277311.61253655,0.24535307655045904,1604.8000059127808,4407599.644807547,0.2541901406243526,2335.2200260162354,2383712.1472334266,0.2722925589024606,3831.4600229263306,15826607.764261425,0.20593581783785533,1653.200010895729,10396480.005500168,0.21775083255508568,676.6400114297867,2583669.463367194,0.2199097078091534,498.20001220703125,2109586.018810272
40257.36009466648,24593.66008090973,0.3453996987307769,13904.880048394203,106740466.19139954,9,0.3667006482633073,857.5199956893921,4943224.633843899,0.3542110065949084,354.7199935913086,1963924.0140266418,0.34619557804046114,32.03999996185303,1912474.674769938,0.36868786252206337,937.5199956893921,10124436.356893599,0.33024247050276767,610.1899948120117,7261202.659555227,0.3341828678841836,451.55999851226807,2509150.734575048,0.3416239916391403,152.0,1513373.1542814672
91340.39001893997,52320.230052948,0.19107932443912812,17453.26001882553,151931421.7524827,10,0.20106493972105777,912.089994430542,4436577.075215697,0.20006592939986598,820.8400020599365,1345226.942765355,0.19425075821927468,289.67999839782715,1649707.678502351,0.21547521326182364,2228.329999923706,8624524.39219451,0.17698873444504268,1287.0399856567383,7248151.300311685,0.18322781445061245,717.159984588623,1972966.4931089282,0.18651004259935253,417.3599853515625,1379990.0455175638
128278.55012202263,69378.77011942863,0.2154077205170209,27632.190073013306,218776542.8680075,11,0.23148039994843678,2061.780014038086,10546934.212729126,0.2321993041438891,2154.0000019073486,5092311.953017533,0.22820752220545235,1641.9400024414062,3952822.42048195,0.25074535100137424,4533.06000328064,21607806.254395515,0.19845562684136972,2174.5899982452393,15435641.86318776,0.20389558542571534,1476.7599983215332,4560458.6321825385,0.2116596270519403,480.7999954223633,3165200.008653611
74927.21004068851,45075.11004173756,0.2438104933375556,18268.040044426918,154104386.5246532,13,0.2729342255838286,2182.160003185272,6014799.726002157,0.27177576779316515,2095.359992980957,2440042.378233582,0.25600259279177245,913.5199966430664,2181827.8140131235,0.3137020588060693,5236.780005931854,13937295.193301618,0.22916214311638713,1097.5600137710571,7964355.579387605,0.2349752517792418,662.0,2406909.8357625604,0.24143485436870388,178.0,1508147.9397414625
