weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,house_district,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$
33918.60007119179,20298.29005253315,0.2700459339287026,9159.580033779144,85162872.17832439,1,0.2871020626272014,578.5200080871582,3381875.449606493,0.281483906188748,387.9600067138672,785500.7571704686,0.28110063565362237,374.9600067138672,1264968.2072147578,0.3011439157042633,1054.800006866455,6542684.49076274,0.24670122035421632,791.8200035095215,3007231.7009126693,0.25308532817433144,575.2800035476685,1372196.8266546875,0.26223075292436704,265.07999897003174,687849.6579654664
32784.119982481,19282.16998708248,0.3135124553251424,10278.229951381683,84487126.58254209,2,0.3641784487172716,1661.0400063991547,5550610.818740189,0.3360318945894513,738.2799987792969,1453640.3012527227,0.3284940990693929,491.16000604629517,1867808.8813325167,0.36613061336388103,1725.0400063991547,9824873.963508785,0.29768284008579254,518.9600052833557,6906252.368670002,0.3072911506012707,203.96000051498413,2261697.6907381713,0.3096996337497334,125.0,1296637.2527823
34449.80999469757,18820.100011706352,0.292050377323442,10061.08000767231,76596352.2763465,3,0.3341800725544279,1451.35999584198,5403985.343923911,0.3313481264784022,1353.799991607666,2220777.9359883666,0.3121874984442583,693.7199964523315,1712399.9681788236,0.365510289217598,2530.680006980896,11690898.76705727,0.2579787809520722,1173.7600212097168,4452706.589533329,0.26474688882845465,940.5999908447266,2200353.7391118705,0.2879574665055971,141.0,1092034.0800135434
34985.889965415,20336.619986653328,0.2767635744398138,9682.81996178627,85331567.69534567,5,0.2904530932458285,478.939998626709,3686214.121069759,0.2916632952033905,521.2799911499023,824787.8945582211,0.2865177924591034,341.2599983215332,1442856.7465812415,0.30060918749500654,834.2599945068359,6287980.435373098,0.246192392714836,1069.5599999427795,6621457.627106428,0.2446649197790311,1123.0,1631330.1603546292,0.27101840116571113,201.0,1236533.7058279365
34152.92004489899,18878.37003135681,0.30522895233741737,10424.4600045681,76635558.32207605,6,0.3228379884377593,601.4000020027161,4444626.766863555,0.3157978874885725,360.959997177124,1345860.513908729,0.3192107729763948,477.5200023651123,1696245.5483777672,0.34294051544441084,1287.9599995613098,8422311.557091892,0.2739484644832592,1068.3200006484985,6371961.635046303,0.28921040970836737,547.080005645752,1741109.976268798,0.2882582217693079,579.600004196167,1257311.1029531509
33579.6999591589,17497.05999839306,0.33274180390766933,11173.369939088821,80585893.37779099,7,0.34867404864908574,534.9999980926514,2014824.7110268772,0.3438532788918016,373.1199960708618,375685.56668561697,0.34029994166923566,253.79999828338623,699309.4304732382,0.37750813649219883,1503.2400164604187,3775941.7696587145,0.2751915590990111,1932.519953250885,7748099.836819246,0.32672626475021166,202.0,745652.5769081116,0.32979240292784195,99.03999996185303,1450859.1324311942
40713.239980220795,22991.029995441437,0.25230956848706526,10272.340011119843,84985516.69916447,9,0.28374504238069204,1279.8399925231934,3942720.7413889617,0.28821533273103306,1461.8399963378906,1267957.598405227,0.260898420488175,349.67999267578125,1439111.218035072,0.30661229638583376,2210.8399925231934,9178112.292858616,0.22437172767034855,1137.4400177001953,4055584.669144258,0.23655547941267874,641.4000091552734,1567699.8673988134,0.2433689879737768,364.0,966815.0898134112
35294.69003021717,20925.620030999184,0.2941150625914837,10380.699967384338,82878717.90224102,11,0.30484982180983616,378.8799991607666,5374945.759987101,0.30994407255946665,558.6800003051758,1046973.4962232709,0.2972226122033736,109.68000030517578,2120050.071784377,0.31869043068277925,867.3799991607666,9156652.424781889,0.260487342063502,1186.8799724578857,7125857.013946727,0.27685694304610997,609.1199798583984,2507421.687768653,0.27509917152686975,671.1599807739258,1474087.5645956695
37583.44011890888,22511.140043854713,0.2465114958567219,9264.750043153763,82585997.40190665,12,0.2619959755238844,581.9600143432617,2757897.05069685,0.25361462436124127,266.96000480651855,562657.2328496724,0.2507218608278493,158.23999977111816,1002355.3101886064,0.26849883967275756,826.3600196838379,4610148.249158934,0.23498407827643988,433.240008354187,4700026.782547757,0.23628784397337904,384.240008354187,1208931.045535192,0.2465114958567219,0.0,849877.6076221466
38074.24002432823,22189.04002046585,0.24481828108894257,9321.269996523857,72865868.69768143,13,0.26696186167650265,843.1000022888184,4251660.7584902495,0.25003440616118,198.59999799728394,533197.7420712113,0.2547431017218432,377.88000297546387,1528849.5009540021,0.2795477991448436,1322.300006389618,6925894.770790011,0.22873181415051969,612.4800033569336,5147611.022747546,0.2387501363073816,231.04000091552734,1952766.585217476,0.23713539617553261,292.52000427246094,991798.9484739006
