weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,filing_status,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$
214581.32001447678,78008.72001850605,0.36858567081428945,79091.59978175163,393343717.90066564,head_of_household,0.47031251299426663,21828.680075883865,71617922.24971312,0.43892972517344825,15094.52003955841,26722410.221734345,0.4221081305128016,11484.920052528381,24218768.953795433,0.5133652822176841,31067.00012612343,147885063.75668025,0.28733386374306036,17435.12001490593,123279437.48555815,0.3350914224797716,7187.240020513535,26256564.219009757,0.3523160346173643,3491.160011291504,24351406.12555802
700336.0,254419.0,0.10245082360466976,71750.0,269062278.4056581,married_filing_jointly,0.11568589933974549,9269.0,34447460.2476092,0.11598004386465925,9475.0,20176372.119814634,0.10839654108884877,4164.0,12476137.702159524,0.13094857325626558,19958.0,80975298.87750387,0.08420529574375728,12778.0,34911369.22631535,0.08861032418724726,9693.0,13275497.738581955,0.0972904434442896,3614.0,8703007.316069275
14223.299971580505,10442.249965906143,0.2715192671736824,3861.899985074997,54707126.22227615,married_filing_separately,0.2715192671736824,0.0,0.0,0.2715192671736824,0.0,157348.8201945424,0.2715192671736824,0.0,0.0,0.2715192671736824,0.0,157348.8201945424,0.2685663658752781,42.000000953674316,2588733.30649136,0.2715192671736824,0.0,0.0,0.2715192671736824,0.0,446627.9993057251
466211.400429368,459733.55042505264,0.4051002398727334,188862.35014533997,2253805747.236412,single,0.40553051678596225,200.60000228881836,20016395.63025427,0.40535548888614326,119.0,460593.55923366547,0.4053409032298706,112.20000076293945,7985443.79662323,0.4057018982650649,280.50000166893005,28565281.19371605,0.40411023832742293,461.5500068664551,9186846.67399311,0.4046608469171747,204.8500051498413,11276968.304524422,0.40446941015814014,294.10000467300415,1568045.988059044
