weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,senate_district,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$
69320.71001327038,39056.89001703262,0.2279258241311381,15799.979959130287,144494807.2124284,1,0.2649941118135922,2569.600021123886,4747175.647197127,0.25184883351065124,1658.35999584198,1310341.5488176346,0.2300088956990393,144.40000009536743,433580.81829351187,0.2766477719568534,3377.4400165081024,7864105.3082072735,0.21602865809959496,824.7199964523315,7457724.406542778,0.2252137918977116,188.0,574853.3721079826,0.22517051478760372,191.0,1341234.7133871317
65301.610031723976,37634.38000023365,0.26827791807582024,17518.979986310005,128894660.8049635,3,0.2962239365751663,1824.9200019836426,4585162.807934001,0.28701374994269796,1223.479986190796,1536948.7270953357,0.2734324618296418,336.6000061035156,558795.1587310582,0.31196688676797746,2852.9599962234497,7623373.8280083835,0.2183661315276923,3259.3200211524963,7613689.33614862,0.26407342756158336,274.55999994277954,703175.5435709208,0.26407342756158336,274.55999994277954,1856834.1681284755
69248.71997284889,38421.34005045891,0.2688107444467353,18614.799967885017,129236158.44260818,4,0.29346852891656144,1707.5200119018555,7758889.823484212,0.2809611495571682,841.4000010490417,2492114.8426831067,0.2732625234673463,308.2799987792969,612869.2619943917,0.3108782370210266,2913.1200132369995,12178151.94103694,0.24409981835437278,1711.2000012397766,12413126.811741054,0.2677519522895529,73.32000160217285,773748.0038458109,0.2570248226526564,816.1599979400635,2402034.4293462336
77545.05012047291,45624.290079951286,0.20765696829480415,16102.770014286041,131770560.3600077,6,0.21457346394767543,536.3400020599365,4296315.208286822,0.21262904577698508,385.55999755859375,739385.3755958676,0.2084681097078042,62.900001525878906,468900.52270008624,0.2372658214802157,2296.020004272461,7259346.608379543,0.18741273618665558,1569.8399934768677,7389253.286258429,0.2034529604375195,326.0,604474.4289713651,0.2036463963818731,311.0,1430123.549486354
74508.02001345158,43091.71002161503,0.24579434560050167,18313.65002119541,144115107.1899143,7,0.2568004091191333,820.0400009155273,6307351.381406009,0.2592119614564833,999.7199907302856,2085356.70214957,0.24704253337925636,93.0,504873.8692883253,0.2779374623972371,2394.9199895858765,10356609.125297964,0.23603271178350121,727.3200078010559,9260130.591481924,0.2455924881365785,15.039999961853027,691481.732650578,0.24010260921520768,424.0800085067749,1858047.521144569
76684.67004311085,45906.11001574993,0.21527066602953118,16507.95999443531,144218084.84850866,8,0.23546661889157383,1548.719981431961,4920168.2493314445,0.23087274105740166,1196.4399755001068,1370470.36384511,0.21998190753018945,361.27999997138977,453521.7109878659,0.2631868919391824,3674.439973592758,8718155.195331693,0.19986367505535654,1181.480019211769,6993863.135300994,0.21269648778707023,197.40000915527344,624867.0045386851,0.21192397366917587,256.63999938964844,1405755.1069452763
35532.930022239685,22535.029987335205,0.29935217828132465,10636.860002875328,94502713.19036883,9,0.32617687330914624,953.1600112915039,3059158.421594858,0.31962745582601676,720.4400181770325,715563.137654379,0.3011533244282915,64.0,320696.93125873804,0.3534034494795019,1920.600037097931,5243888.200536191,0.2868252068323909,445.1199998855591,4849266.245148823,0.2981701761223777,42.0,451360.2283512056,0.2969037452377916,87.0,885396.0793049634
91897.96005988121,51893.4700357914,0.1823209131925038,16754.919998645782,153097125.37737253,10,0.2031527140527818,1914.4000034332275,4494233.961673826,0.19599956296485105,1257.0400104522705,978702.2153344452,0.18619999818419025,356.4799976348877,485371.7444806993,0.2188962628472034,3361.2000217437744,7555152.263014197,0.16558125970313806,1538.3400077819824,7292288.030715615,0.18100467071001936,120.95999908447266,632282.1126483977,0.17969887458656017,240.95999908447266,1393663.2382656932
136850.8399734497,74001.85003232956,0.21464252548416365,29374.00990653038,242470924.6209714,11,0.2337064932778907,2608.92000579834,8284490.079458326,0.23097008336034697,2234.440010070801,3224122.7738601565,0.2152344107807078,81.0,669892.0226741433,0.24972743987210907,4801.400004386902,14564883.835866302,0.19574815836862228,2585.7100105285645,18552225.394672066,0.21427161069665682,50.760000228881836,940405.3135947585,0.2140293761544455,83.91000080108643,3623115.6565918624
74865.15002334118,46117.58003389835,0.2640511640811673,19768.230012774467,159840820.06106913,13,0.27725917875002903,988.8199996948242,4998885.397692859,0.27528095505466826,840.7199859619141,1407750.6890516877,0.2661108674245946,154.19999980926514,528168.7802291512,0.2900806315798805,1948.6999893188477,7863569.970051527,0.2309751602079407,2476.2399921417236,9529350.411700726,0.2589085843911518,385.0,714498.2340421081,0.2453188167666705,1402.3999919891357,1827319.954405725
32755.400019407272,19366.75001502037,0.1671135139577786,5473.869998335838,53283585.92494024,14,0.17245614448270927,175.0,1395042.872684665,0.17245614448270927,175.0,256078.15612597018,0.1671135139577786,0.0,200686.1043100804,0.17245614448270927,175.0,2006260.7259819508,0.16117128765999789,194.63999938964844,1899724.1691179276,0.16564810672808333,48.0,282991.52835567296,0.16564810672808333,48.0,361856.49628557265
100863.4299839735,58047.440017580986,0.23982378902999013,24189.449953317642,202412097.04312783,15,0.26160383354685285,2196.809995174408,6014009.889504582,0.25358735016144196,1388.239984512329,2783377.7643725276,0.24076615238413976,95.05000019073486,593818.519497335,0.2776136004495681,3811.6099982261658,10750272.502227306,0.21464340404576765,2539.7799978256226,11428885.10391593,0.23612770215988968,372.79999923706055,797061.1001284719,0.23377045539022684,610.5599937438965,2420749.9627923965
100114.57005858421,53055.740021944046,0.19864381375427964,19887.140008807182,143486999.11538416,16,0.22897746097432542,3036.8400497436523,7278795.715737045,0.22475390002349616,2614.0000610351562,6186896.627205908,0.19969141352928482,104.88000106811523,751499.6382718086,0.2431885793045137,4459.580051422119,16625250.151707351,0.17221749029563282,2645.660011291504,8199990.244430304,0.19117277326260912,747.9600067138672,964186.1933761239,0.1896079660646584,904.6200065612793,2127569.8651355505
76443.5400531292,47467.620029211044,0.22831216389012593,17452.99004495144,145854706.07624853,19,0.24270814817715317,1100.480001449585,4470872.263144255,0.23529771165032728,534.0,2126682.6863090396,0.23009701059449403,136.44000053405762,436420.57115241885,0.25393316462203896,1958.5599956512451,7952337.351659447,0.2212528362950774,539.6399917602539,7669358.951051712,0.2271609874802051,88.0,600499.6714479923,0.22590672849132548,183.87999725341797,1599218.5104409456
41369.96003103256,27817.08001410961,0.22464005318423239,9293.350021600723,83916179.75560272,21,0.23537247834652275,444.0,2275837.87262097,0.22464005318423239,0.0,72000.0,0.22580031536393946,48.0,231799.82024599612,0.2444128544967403,818.0,3141310.241645187,0.2115851700323866,540.0799942016602,3892904.198837191,0.22260959436974503,84.0,323613.67139077187,0.22464005318423239,0.0,683155.2071237564
124094.45006537437,72279.6400398016,0.21118301450692362,26206.640048384666,207983701.1430831,23,0.21723872457768376,751.4800109863281,5737343.593222439,0.21372946198973633,316.0,1555219.2336990535,0.21118301450692362,0.0,738443.9287292957,0.23053827170003807,2401.879997253418,9317414.33575648,0.18688877723483074,3014.780014038086,12138868.241274,0.206326391062068,602.6800155639648,937259.5065227449,0.20577842135057664,670.6800155639648,2518085.2061920166
79856.86000144482,43801.91001856327,0.16266054032192445,12989.559996247292,121043530.34726328,24,0.16551665064014795,228.0800018310547,2172444.882771492,0.16877097333707727,487.9599938392639,1054751.566376716,0.16266054032192445,0.0,266268.3212738633,0.17628040959958904,1087.6399941444397,3942224.1127079576,0.15388584016264323,700.7200021743774,4286882.783698842,0.15785794727668295,383.5200004577637,290031.8695065528,0.15785794727668295,383.5200004577637,823149.8354152143
68098.149928689,36484.68997883797,0.20705834159888672,14100.289990186691,120092952.5125716,25,0.23392750061770748,1829.7400193214417,3607213.5299872905,0.22161850245766723,991.5200171470642,1886405.2889285088,0.21391609031142933,467.0,278928.63218557835,0.25821362285757354,3483.5800127983093,7752743.898374736,0.18722755322253035,1350.4400000572205,6870444.478850722,0.20678226949917847,18.799999237060547,318840.847950235,0.2058894405559439,79.5999984741211,1409733.9236001968
