weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$,poverty_rate_hoh_baseline,persons_in_poverty_hoh_baseline,weighted_persons_hoh,persons_lifted_no_eitc_hoh,poverty_rate_no_eitc_hoh,persons_lifted_no_ctc_hoh,poverty_rate_no_ctc_hoh,persons_lifted_no_hi_eitc_hoh,poverty_rate_no_hi_eitc_hoh,persons_lifted_no_credits_hoh,poverty_rate_no_credits_hoh,persons_lifted_expanded_ctc_2021_hoh,poverty_rate_expanded_ctc_2021_hoh,persons_lifted_hi_eitc_100pct_hoh,poverty_rate_hi_eitc_100pct_hoh,persons_lifted_hi_ctc_650_hoh,poverty_rate_hi_ctc_650_hoh
1395352.0204154253,802603.5204094648,0.22143906727845503,308985.4499258995,2550714714.026434,0.2395240162726366,25234.870118141174,86403391.59773254,0.23424180075838938,17864.320028066635,31782167.699104786,0.2234554115160008,2813.510005712509,8534536.356304646,0.25565025513429845,47736.6500954628,150715049.5957904,0.20148350792639957,27845.0300604105,147737975.82088757,0.21855893382654754,4018.80003118515,11225630.363000393,0.2164449368312624,6968.5700097084045,29967043.42399168,0.3360376374115391,72107.39981031418,214581.32001447678,15799.520114421844,0.4096671598385422,11381.520028352737,0.3890782283986058,971.9600040912628,0.34056720225914877,24543.40009355545,0.4504157207036897,17476.480056405067,0.25459308270740166,2086.80003118515,0.3263126528180788,3466.7200083732605,0.31988189744247103
