weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,house_district,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$
31672.0,12913.0,0.15347941399343268,4861.0,25649628.211938173,1,0.17311821166961353,622.0,1674505.2384931296,0.17254988633493307,604.0,715829.5560953915,0.1623200303106845,280.0,591194.5600707345,0.17311821166961353,622.0,3600668.178493127,0.13529300328365748,576.0,1544734.9274919406,0.1378820409194241,494.0,440295.5285138041,0.1381977772164688,484.0,305375.70240170136
29905.0,12065.0,0.19267680989801036,5762.0,28592341.406222284,2,0.22454439057013878,953.0,1861912.932020165,0.21551580003343923,683.0,1022726.2905585393,0.22233740177227887,887.0,521312.5125202164,0.24102992810566795,1446.0,3960327.3918381035,0.16107674301956196,945.0,1561056.5181541555,0.17736164520983114,458.0,467758.3804851547,0.18144123056345093,336.0,358312.44774832577
29961.0,12356.0,0.19248356196388638,5767.0,31736562.903416112,3,0.22005273522245586,826.0,2500714.770167239,0.2218550782684156,880.0,1507879.825312607,0.21314375354627682,619.0,825160.5590714365,0.2372083708821468,1340.0,5688263.785772733,0.1823704148726678,303.0,1849266.199561119,0.17592870731951538,496.0,880253.0170210674,0.19248356196388638,0.0,492960.0
31725.0,13045.0,0.14502758077226163,4601.0,31894549.553552203,5,0.15224586288416075,229.0,1014470.4641713798,0.1480220646178093,95.0,136535.00088107586,0.145973207249803,30.0,379830.78992284834,0.1536643026004728,274.0,1709753.3850458488,0.13913317572892042,187.0,2084241.9359462634,0.14348305752561072,49.0,535488.0545525923,0.14102442868400314,127.0,365480.8534877226
30614.0,12485.0,0.14424772979682499,4416.0,26449227.697867084,6,0.1567910106487228,384.0,1458414.8831636794,0.144901025674528,20.0,173032.71791588515,0.1477428627425361,107.0,560109.8970125057,0.17011824655386423,792.0,2778571.3465898223,0.13124714183053504,398.0,1160750.6480102316,0.1342523028679689,306.0,459886.2808102332,0.13738812308094336,210.0,232035.69241840765
31060.0,12015.0,0.22479072762395363,6982.0,35516858.19391488,7,0.2375402446877012,396.0,1040684.294758968,0.23058596265292983,180.0,155571.328888081,0.2298776561493883,158.0,314645.4998595491,0.2509336767546684,812.0,2129565.104404904,0.2094011590470058,478.0,4048050.676452309,0.22208628461043142,84.0,389487.5830318853,0.22208628461043142,84.0,697131.6836318821
37682.0,13635.0,0.10907064380871503,4110.0,22513937.810539052,9,0.15293774215805955,1653.0,1945575.384830501,0.14566636590414522,1379.0,369630.40574453026,0.11045061302478637,52.0,533276.0016739145,0.15532615041664455,1743.0,4980417.029597186,0.09665092086407304,468.0,1542724.0668267086,0.09800435221060454,417.0,508498.2450653687,0.0994108592962157,364.0,278138.71498120204
31818.0,13144.0,0.1354579169023823,4310.0,21477264.556961887,11,0.14909799484568484,434.0,1673175.78856593,0.14406939468225533,274.0,227855.75845375657,0.13753221446979697,66.0,596111.9373106211,0.16327236155635175,885.0,3121612.677184269,0.1230435602489157,395.0,3025281.6235301755,0.1354579169023823,0.0,846301.3839000016,0.13168646677981016,120.0,516294.5936577916
34002.0,12784.0,0.10681724604435033,3632.0,18772656.66472745,12,0.11578730662902183,305.0,1387258.3539475165,0.10940532909828833,88.0,313252.8573749028,0.10814069760602317,45.0,503156.85203051195,0.11578730662902183,305.0,2518919.925947517,0.09361214046232574,449.0,1428752.9229989797,0.10231751073466266,153.0,642582.44353671,0.10093523910358214,200.0,314759.4022730291
34229.0,13586.0,0.1244266557597359,4259.0,25143474.340230234,13,0.12951006456513484,174.0,1860187.4088674858,0.12863361477110052,144.0,411467.4325355813,0.1267930702036285,81.0,717534.5453942493,0.14061176195623595,554.0,3306600.0181114227,0.12062870665225393,130.0,1735905.473746702,0.12369628093137398,25.0,994338.0333243571,0.12302433608928103,48.0,355602.0293020755
35863.0,13778.0,0.11490951677216073,4121.0,17797491.745481584,14,0.12425062041658534,335.0,1509857.4150358103,0.12076513398209854,210.0,845592.2294703983,0.11744695089646712,91.0,582131.6658155061,0.13314558179739563,654.0,3136694.0735481717,0.09045534394780136,877.0,1556456.5105128214,0.09625519337478738,669.0,675320.9852923118,0.11490951677216073,0.0,420680.0
36727.0,13418.0,0.1459144498597762,5359.0,27915355.074559703,16,0.16314972635935415,633.0,2001182.0925750919,0.15136003485174396,200.0,497908.40203846246,0.1533476733738122,273.0,679438.9783551991,0.17344188199417324,1011.0,3738462.09717308,0.13951588749421406,235.0,1947115.9611272626,0.1395431154191739,234.0,712410.8357833847,0.14259264301467586,122.0,361631.89391210675
