weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$
1408606.270473957,810152.2905932665,0.230016227292046,324002.3000743389,2846039906.8733854,0.2494656366671623,27396.560002803802,113295624.94697762,0.24389760094226318,19553.389966487885,41827317.810297966,0.23880389938211874,12378.370008945465,40722088.88867617,0.26340129097972037,47026.41005063057,230919083.45941925,0.2077399031091795,31378.569927096367,153470151.33315754,0.2204200468253726,13517.239977955818,47366944.77043724,0.22475224393266863,7414.879967689514,32001058.206284046
