weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,senate_district,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$
72062.42997610569,40661.75000023842,0.23777216462862824,17134.439963817596,166908140.56653485,1,0.26474044772895555,1943.4000124931335,4931822.847271651,0.25575213017189663,1295.6800079345703,1224628.6936766803,0.25074591550289893,934.9200139045715,1693883.2232876122,0.2906046880076319,3807.2400164604187,10427651.129584372,0.21926571136722192,1333.6199922561646,6856508.049829096,0.2290819220619967,626.239996433258,1937274.6272082627,0.23412699206418822,262.67999267578125,1369595.7644310892
67233.04002940655,40223.640013337135,0.28586584796690523,19219.629999399185,165298499.26279753,3,0.3058667285525108,1344.7200050354004,6949813.155835211,0.30543836760436377,1315.9199962615967,1445080.3147446811,0.3016461846041073,1060.9600048065186,2540987.0327623487,0.337402413966167,3464.9600048065186,12734833.363941818,0.25452590003689846,2107.0799736976624,8491030.548066497,0.2674534724091629,1237.9199829101562,2789276.7356952727,0.2837835384366688,140.0,1911181.3518676758
67767.31005108356,39012.400015592575,0.29784744284859943,20184.320007443428,150435224.64680976,4,0.3203544597209155,1525.2399907112122,7984161.6595698595,0.3090870802153096,761.6799902915955,2828232.715952486,0.3164463807589139,1260.3999919891357,2913539.6704115868,0.3343960382130136,2476.799993991852,15289374.048493803,0.2698321652199756,1898.5200052261353,12977757.540933639,0.29533000487185174,170.59999990463257,3467238.4626167417,0.29734808703637844,33.84000015258789,2641700.3440114856
74016.01995790005,44498.60996949673,0.22027677245486904,16304.009986281395,140495227.39735156,6,0.23796186295565128,1308.9800114631653,6588332.083887637,0.23395975633368785,1012.7600078582764,2003440.3280946016,0.23262680173573075,914.1000137329102,2526408.408920139,0.2548517201673696,2559.100019931793,12336065.979487002,0.19892139560147018,1580.6399993896484,8181067.618889809,0.21822046085030683,152.20000076293945,2867489.2737695575,0.2186976548377019,116.88000106811523,1689906.9194102883
79414.90004885197,46085.93003690243,0.2486433906027684,19745.990012526512,167135410.171853,7,0.26440844199361063,1251.97998046875,7211500.5366128385,0.25953051619649037,864.5999908447266,2284896.2425380945,0.2535812548010364,392.1399917602539,2647148.0683274865,0.28332126569456495,2753.9399843215942,14529271.81814468,0.23359986602429375,1194.680000782013,9718967.323825777,0.24077484204489044,624.879997253418,3584605.574918717,0.24608215837303876,203.4000015258789,1989001.701456368
82654.15006566048,46582.620037674904,0.22944425629363363,18964.519991397858,169241124.96916574,8,0.27714906031599984,3943.000030517578,7081709.213988006,0.25290345360820826,1939.000015258789,3729381.0284178853,0.2478757570001241,1523.4400253295898,2184867.924656689,0.28225805972438556,4365.280034303665,15692859.297329962,0.21030728611860164,1581.7500046491623,10004876.186932534,0.22231236987098676,589.4800106287003,2349038.248412162,0.22447608459747345,410.6400089263916,2033783.280948937
40257.36009466648,24593.66008090973,0.34317203138514935,13815.200041890144,116794906.48206465,9,0.3542269043293514,445.04000091552734,5221144.489544138,0.34694773847678595,152.0,1800455.3912784308,0.34317203138514935,0.0,2000125.6575759798,0.3674617511315788,977.839994430542,10155149.936617523,0.3173720287736379,1038.6399955749512,7108206.300664708,0.32320648984018857,803.7599954605103,2519707.424911365,0.3306476135951452,504.1999969482422,1474537.5892934054
91340.39001893997,52320.230052948,0.19050761677017364,17401.04001736641,167141316.2969616,10,0.20702659581793673,1508.849988937378,4999858.545231581,0.20317408322048253,1156.9599857330322,858743.5224424005,0.19675282766218347,570.439998626709,1794479.4329049885,0.2160320314330324,2331.409990310669,9356966.893915474,0.1733984277883575,1562.759994506836,7649939.341496646,0.18459829240132034,539.7599925994873,2213920.7777063847,0.18972548739206838,71.44000244140625,1461428.688156426
128278.55012202263,69378.77011942863,0.20703835553466435,26558.580067634583,239247941.5257794,11,0.23166881794704633,3159.560007095337,10594939.7698538,0.22525122115918025,2336.319995880127,4348618.805864722,0.21558818714012729,1096.7600021362305,3743848.5234757364,0.24456356924619793,4813.68000793457,21803149.766005397,0.18713198765377287,2553.56000995636,13652943.729406923,0.19597804960335943,1418.8000087738037,4351391.874511212,0.20157524417786457,700.8000040054321,2845906.265247047
74927.21004068851,45075.11004173756,0.26160176023038867,19601.090035796165,172222665.23766515,13,0.2901546716573386,2139.389991760254,6620851.571865708,0.2818822430714475,1519.5599975585938,2104346.7894363403,0.2701106850774615,637.5499992370605,2336075.5712901056,0.3114692249107917,3736.430000305176,14696368.748246193,0.23118610755277366,2278.959996700287,8697692.83801958,0.2518079883974391,733.8199992179871,2963850.0103578866,0.2449156993246717,1250.239990234375,1656943.3309357166
