tax_year,scenario,population,metric,value
2025,baseline,all,weighted_persons,1395352.0204154253
2025,baseline,all,weighted_filers,802603.5204094648
2025,baseline,all,poverty_rate,0.2116733953497322
2025,baseline,all,persons_in_poverty,295358.899869442
2025,baseline,all,poverty_gap_$,2345641731.8201556
2025,no_eitc,all,poverty_rate,0.2292707755899474
2025,no_eitc,all,persons_lifted,24554.54007220268
2025,no_eitc,all,gap_closed_$,85291139.18139982
2025,no_ctc,all,poverty_rate,0.2251839430127931
2025,no_ctc,all,persons_lifted,18851.969978570934
2025,no_ctc,all,gap_closed_$,50319137.259421825
2025,no_hi_eitc,all,poverty_rate,0.2174746124588502
2025,no_hi_eitc,all,persons_lifted,8094.740014076233
2025,no_hi_eitc,all,gap_closed_$,29166202.104845047
2025,no_credits,all,poverty_rate,0.2518269689724973
2025,no_credits,all,persons_lifted,56028.37008142471
2025,no_credits,all,gap_closed_$,219252415.80700257
2025,expanded_ctc_2021,all,poverty_rate,0.2003989858862772
2025,expanded_ctc_2021,all,persons_lifted,15731.770023822784
2025,expanded_ctc_2021,all,gap_closed_$,141424424.1237259
2025,hi_eitc_100pct,all,poverty_rate,0.2058171312207547
2025,hi_eitc_100pct,all,persons_lifted,8171.549984455109
2025,hi_eitc_100pct,all,gap_closed_$,35103541.41329813
2025,hi_ctc_650,all,poverty_rate,0.2077433691472721
2025,hi_ctc_650,all,persons_lifted,5483.770001888275
2025,hi_ctc_650,all,gap_closed_$,35538196.57297659
