weighted_filers,filers_receiving_eitc,total_eitc_dollars,filers_receiving_ctc,total_ctc_dollars,refundable_ctc_dollars,hi_eitc_dollars
810152.2905932665,84017.70002949238,166362496.838875,186033.74992215633,669146117.7144825,279200914.3215231,67853353.93723178
