geography,tax_year,cost_total_$,cost_prenatal_$,cost_postnatal_$,cost_total_se_$,cost_total_ci90_low_$,cost_total_ci90_high_$,admin_load_pct,admin_cost_$,appropriation_total_$,birth_driver,births_calibrated,births_target,potential_additional_6mo_cost_$,potential_total_12mo_cost_$,first_year_total_$,first_year_prenatal_$,first_year_postnatal_$,first_year_pct_of_steady,eligible_families,births_served,expected_recipients,expected_pregnancies,expected_infants,avg_benefit_per_recipient_$
Hawaii,2028,24741024.0,11855074.0,12885950.0,3609354.0,18803637.0,30678411.0,8.0,1979282.0,26720306.0,observed,13842.0,13842.0,38657850.0,63398874.0,12357387.0,6421498.0,5935889.0,49.9,7340.0,8766.0,16494.0,7903.0,8591.0,1500.0
