weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,poverty_rate_hi_eitc_revert_20,persons_lifted_hi_eitc_revert_20,gap_closed_hi_eitc_revert_20_$,poverty_rate_hi_eitc_revert_20_behavioral,persons_lifted_hi_eitc_revert_20_behavioral,gap_closed_hi_eitc_revert_20_behavioral_$,poverty_rate_hoh_baseline,persons_in_poverty_hoh_baseline,weighted_persons_hoh,persons_lifted_hi_eitc_revert_20_hoh,poverty_rate_hi_eitc_revert_20_hoh,persons_lifted_hi_eitc_revert_20_behavioral_hoh,poverty_rate_hi_eitc_revert_20_behavioral_hoh
1321199.0,507110.0,0.1060498834770538,140113.0,778581178.1812654,0.10717461941766532,1486.0,6070825.821110129,0.10781418998954738,2331.0,13406515.96757698,0.25957604197970363,11229.0,43259.0,82.0,0.2614716012852817,414.0,0.269146304815183
