weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,filing_status,poverty_rate_hi_eitc_revert_20,persons_lifted_hi_eitc_revert_20,gap_closed_hi_eitc_revert_20_$,poverty_rate_hi_eitc_revert_20_behavioral,persons_lifted_hi_eitc_revert_20_behavioral,gap_closed_hi_eitc_revert_20_behavioral_$
43259.0,16401.0,0.25957604197970363,11229.0,44091917.64665532,head_of_household,0.2614716012852817,82.0,2104313.2897656485,0.269146304815183,414.0,6532658.369744562
1133071.0,345840.0,0.07580901814625915,85897.0,312168564.85550755,married_filing_jointly,0.07694133906877856,1283.0,3612852.856757462,0.07739409092634089,1796.0,6520197.92324537
144869.0,144869.0,0.29673014930730524,42987.0,422320695.67910254,single,0.29756538665967186,121.0,353659.67458713055,0.29756538665967186,121.0,353659.67458713055
