weighted_filers,filers_receiving_eitc,total_eitc_dollars,filers_receiving_ctc,total_ctc_dollars,refundable_ctc_dollars,hi_eitc_dollars
802603.5204094648,105160.79001295567,136586476.56269038,182992.24003076553,659075238.0108178,432073268.83396876,54634590.625076145
