weighted_filers,filers_receiving_eitc,total_eitc_dollars,filers_receiving_ctc,total_ctc_dollars,refundable_ctc_dollars,hi_eitc_dollars
810152.2905932665,84062.70004880428,124344422.4391302,186156.8799175024,670080273.7143576,247060720.39681488,50076284.77618244
