weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$
1408606.270473957,810152.2905932665,0.20377653868452586,287040.910166502,2206695083.4866695,0.21643135950025452,17825.659952759743,70699197.36346722,0.21371092574555378,13993.639907479286,27688112.786393166,0.2093021707642033,7783.439995765686,25406533.007252693,0.23221322169618427,40056.09000170231,149441702.98733807,0.19108298451121392,17880.22000312805,140998839.1317525,0.1994031306527084,6160.4099769592285,30987372.97788477,0.201951358672577,2570.96000957489,27645256.406387806
