tax_year,scenario,population,metric,value
2024,baseline,all,weighted_persons,1301770.0
2024,baseline,all,weighted_filers,499231.0
2024,baseline,all,poverty_rate,0.1242807869285664
2024,baseline,all,persons_in_poverty,161785.0
2024,baseline,all,poverty_gap_$,814763100.8220675
2024,no_eitc,all,poverty_rate,0.1388931992594698
2024,no_eitc,all,persons_lifted,19022.0
2024,no_eitc,all,gap_closed_$,61094306.55969858
2024,no_ctc,all,poverty_rate,0.136488012475322
2024,no_ctc,all,persons_lifted,15891.0
2024,no_ctc,all,gap_closed_$,24597782.299553633
2024,no_hi_eitc,all,poverty_rate,0.1306974350307658
2024,no_hi_eitc,all,persons_lifted,8353.0
2024,no_hi_eitc,all,gap_closed_$,21756768.53398871
2024,no_credits,all,poverty_rate,0.1507539734361676
2024,no_credits,all,persons_lifted,34462.0
2024,no_credits,all,gap_closed_$,129915897.52166677
2024,expanded_ctc_2021,all,poverty_rate,0.1098857709119122
2024,expanded_ctc_2021,all,persons_lifted,18739.0
2024,expanded_ctc_2021,all,gap_closed_$,69670217.65444088
2024,hi_eitc_100pct,all,poverty_rate,0.1151601281332339
2024,hi_eitc_100pct,all,persons_lifted,11873.0
2024,hi_eitc_100pct,all,gap_closed_$,24366213.280362725
2024,hi_ctc_650,all,poverty_rate,0.1201640842852424
2024,hi_ctc_650,all,persons_lifted,5359.0
2024,hi_ctc_650,all,gap_closed_$,14688740.123081924
2024,baseline,head_of_household,poverty_rate,0.3077577712084565
2024,baseline,head_of_household,persons_in_poverty,13742.0
2024,baseline,head_of_household,weighted_persons,44652.0
2024,no_eitc,head_of_household,persons_lifted,4453.0
2024,no_eitc,head_of_household,poverty_rate,0.4074845471647406
2024,no_ctc,head_of_household,persons_lifted,2219.0
2024,no_ctc,head_of_household,poverty_rate,0.3574531935859536
2024,no_hi_eitc,head_of_household,persons_lifted,1859.0
2024,no_hi_eitc,head_of_household,poverty_rate,0.3493908447549941
2024,no_credits,head_of_household,persons_lifted,6559.0
2024,no_credits,head_of_household,poverty_rate,0.4546492878258533
2024,expanded_ctc_2021,head_of_household,persons_lifted,2217.0
2024,expanded_ctc_2021,head_of_household,poverty_rate,0.2581071396577981
2024,hi_eitc_100pct,head_of_household,persons_lifted,1139.0
2024,hi_eitc_100pct,head_of_household,poverty_rate,0.2822493953238377
2024,hi_ctc_650,head_of_household,persons_lifted,309.0
2024,hi_ctc_650,head_of_household,poverty_rate,0.300837588461883
