weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,county,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$
184937.0,74879.0,0.17827151949042105,32969.0,171965582.64110625,Hawaii,0.19723473399049407,3507.0,10446815.060088515,0.19036212331767033,2236.0,3552926.21550408,0.18655542157599614,1532.0,3490174.539185494,0.20900631025700644,5684.0,20973777.702395022,0.16480747497796547,2490.0,14117249.064008236,0.16900349848867452,1714.0,3827308.590610802,0.1745188902166684,694.0,2801154.8893571496
906512.0,344007.0,0.11336860405598602,102770.0,512392816.3774263,Honolulu,0.12795197416029794,13220.0,40703550.89588338,0.12611747003900664,11557.0,18744724.77049017,0.11984617964240958,5872.0,14639884.308728158,0.13997829041424714,24122.0,89498723.82717341,0.0985226891646222,13458.0,44031930.13614637,0.10395008560283814,8538.0,16311137.36590308,0.10911714351271687,3854.0,9594050.318582118
56309.0,22893.0,0.13385071658171874,7537.0,40461692.04450804,Kauai,0.1539185565362553,1130.0,2783618.619853243,0.15578326732849102,1235.0,525703.0651858151,0.13718943685734075,188.0,908895.179879576,0.17860377559537552,2520.0,6815861.262969464,0.121969844962617,669.0,2464743.587164633,0.13180841428546058,115.0,1150598.3503799438,0.13076062441172814,174.0,472047.6709753722
154012.0,57452.0,0.12017894709503156,18509.0,89943009.75902691,Maui,0.12774329273043658,1165.0,7160321.983873457,0.12578240656572215,863.0,1774428.248373583,0.1251201205100901,761.0,2717814.5061953664,0.1340479962600317,2136.0,12627534.729128867,0.1064007999376672,2122.0,9056294.867121577,0.11040048827364102,1506.0,3077168.973468885,0.11604290574760408,637.0,1821487.2441673875
