geography,tax_year,cost_total_$,cost_prenatal_$,cost_postnatal_$,cost_total_se_$,cost_total_ci90_low_$,cost_total_ci90_high_$,admin_load_pct,admin_cost_$,appropriation_total_$,birth_driver,births_calibrated,births_target,potential_additional_6mo_cost_$,potential_total_12mo_cost_$,first_year_total_$,first_year_prenatal_$,first_year_postnatal_$,first_year_pct_of_steady,eligible_families,births_served,expected_recipients,expected_pregnancies,expected_infants,avg_benefit_per_recipient_$
Hawaii,2028,20655771.0,9897557.0,10758214.0,3013375.0,15698769.0,25612773.0,8.0,1652462.0,22308233.0,observed,13842.0,13842.0,32274643.0,52930414.0,10316928.0,5361177.0,4955751.0,49.9,7340.0,7969.0,13771.0,6598.0,7172.0,1500.0
