weighted_persons,weighted_filers,poverty_rate_baseline,persons_in_poverty_baseline,poverty_gap_baseline_$,poverty_rate_no_eitc,persons_lifted_no_eitc,gap_closed_no_eitc_$,poverty_rate_no_ctc,persons_lifted_no_ctc,gap_closed_no_ctc_$,poverty_rate_no_hi_eitc,persons_lifted_no_hi_eitc,gap_closed_no_hi_eitc_$,poverty_rate_no_credits,persons_lifted_no_credits,gap_closed_no_credits_$,poverty_rate_expanded_ctc_2021,persons_lifted_expanded_ctc_2021,gap_closed_expanded_ctc_2021_$,poverty_rate_hi_eitc_100pct,persons_lifted_hi_eitc_100pct,gap_closed_hi_eitc_100pct_$,poverty_rate_hi_ctc_650,persons_lifted_hi_ctc_650,gap_closed_hi_ctc_650_$
1395352.0204154253,802603.5204094648,0.21622575914073866,301711.0498828888,2243871856.974138,0.23849619676777856,31075.100138425827,98150672.31343174,0.23384200199890276,24580.860064268112,65007100.69417429,0.225285129026068,12641.010073184967,33656186.89288378,0.25775128049907037,57942.72012615204,250839136.176888,0.2022026741272237,19567.14000606537,144007722.1676743,0.20693697765642843,12961.12001132965,38747639.52767897,0.2107082696958842,7698.840044498444,37838659.380558014
