tax_year,scenario,population,metric,value
2024,baseline,all,weighted_persons,1395352.0204154253
2024,baseline,all,weighted_filers,802603.5204094648
2024,baseline,all,poverty_rate,0.2162257591407386
2024,baseline,all,persons_in_poverty,301711.0498828888
2024,baseline,all,poverty_gap_$,2243871856.974138
2024,no_eitc,all,poverty_rate,0.2384961967677785
2024,no_eitc,all,persons_lifted,31075.100138425827
2024,no_eitc,all,gap_closed_$,98150672.31343174
2024,no_ctc,all,poverty_rate,0.2338420019989027
2024,no_ctc,all,persons_lifted,24580.860064268112
2024,no_ctc,all,gap_closed_$,65007100.69417429
2024,no_hi_eitc,all,poverty_rate,0.225285129026068
2024,no_hi_eitc,all,persons_lifted,12641.010073184969
2024,no_hi_eitc,all,gap_closed_$,33656186.89288378
2024,no_credits,all,poverty_rate,0.2577512804990703
2024,no_credits,all,persons_lifted,57942.72012615204
2024,no_credits,all,gap_closed_$,250839136.176888
2024,expanded_ctc_2021,all,poverty_rate,0.2022026741272237
2024,expanded_ctc_2021,all,persons_lifted,19567.14000606537
2024,expanded_ctc_2021,all,gap_closed_$,144007722.1676743
2024,hi_eitc_100pct,all,poverty_rate,0.2069369776564284
2024,hi_eitc_100pct,all,persons_lifted,12961.12001132965
2024,hi_eitc_100pct,all,gap_closed_$,38747639.52767897
2024,hi_ctc_650,all,poverty_rate,0.2107082696958842
2024,hi_ctc_650,all,persons_lifted,7698.840044498444
2024,hi_ctc_650,all,gap_closed_$,37838659.380558014
