poverty_rate_baseline,poverty_rate_baseline_se,poverty_rate_baseline_ci90_low,poverty_rate_baseline_ci90_high,persons_in_poverty_baseline,persons_in_poverty_baseline_se,persons_in_poverty_baseline_ci90_low,persons_in_poverty_baseline_ci90_high,poverty_gap_baseline_$,poverty_gap_baseline_$_se,poverty_gap_baseline_$_ci90_low,poverty_gap_baseline_$_ci90_high,persons_lifted_no_eitc,persons_lifted_no_eitc_se,persons_lifted_no_eitc_ci90_low,persons_lifted_no_eitc_ci90_high,gap_closed_no_eitc_$,gap_closed_no_eitc_$_se,gap_closed_no_eitc_$_ci90_low,gap_closed_no_eitc_$_ci90_high,persons_lifted_no_ctc,persons_lifted_no_ctc_se,persons_lifted_no_ctc_ci90_low,persons_lifted_no_ctc_ci90_high,gap_closed_no_ctc_$,gap_closed_no_ctc_$_se,gap_closed_no_ctc_$_ci90_low,gap_closed_no_ctc_$_ci90_high,persons_lifted_no_hi_eitc,persons_lifted_no_hi_eitc_se,persons_lifted_no_hi_eitc_ci90_low,persons_lifted_no_hi_eitc_ci90_high,gap_closed_no_hi_eitc_$,gap_closed_no_hi_eitc_$_se,gap_closed_no_hi_eitc_$_ci90_low,gap_closed_no_hi_eitc_$_ci90_high,persons_lifted_no_credits,persons_lifted_no_credits_se,persons_lifted_no_credits_ci90_low,persons_lifted_no_credits_ci90_high,gap_closed_no_credits_$,gap_closed_no_credits_$_se,gap_closed_no_credits_$_ci90_low,gap_closed_no_credits_$_ci90_high,persons_lifted_expanded_ctc_2021,persons_lifted_expanded_ctc_2021_se,persons_lifted_expanded_ctc_2021_ci90_low,persons_lifted_expanded_ctc_2021_ci90_high,gap_closed_expanded_ctc_2021_$,gap_closed_expanded_ctc_2021_$_se,gap_closed_expanded_ctc_2021_$_ci90_low,gap_closed_expanded_ctc_2021_$_ci90_high,persons_lifted_hi_eitc_100pct,persons_lifted_hi_eitc_100pct_se,persons_lifted_hi_eitc_100pct_ci90_low,persons_lifted_hi_eitc_100pct_ci90_high,gap_closed_hi_eitc_100pct_$,gap_closed_hi_eitc_100pct_$_se,gap_closed_hi_eitc_100pct_$_ci90_low,gap_closed_hi_eitc_100pct_$_ci90_high,persons_lifted_hi_ctc_650,persons_lifted_hi_ctc_650_se,persons_lifted_hi_ctc_650_ci90_low,persons_lifted_hi_ctc_650_ci90_high,gap_closed_hi_ctc_650_$,gap_closed_hi_ctc_650_$_se,gap_closed_hi_ctc_650_$_ci90_low,gap_closed_hi_ctc_650_$_ci90_high
0.12681945818578985,0.005752895714914833,0.11735594473475496,0.13628297163682476,172660.0,8076.725670096763,159373.78627269084,185946.21372730916,894052962.1553165,39304895.81272735,829396408.54338,958709515.7672529,12063.0,3328.871272668861,6587.006756459724,17538.993243540277,54764120.55621834,7865881.132283893,41824746.09361134,67703495.01882535,8807.0,3917.3508331524254,2362.9578794642603,15251.04212053574,11585181.33677131,3189215.8328244933,6338921.291775018,16831441.3817676,3526.0,1360.4302444447492,1288.0922478883876,5763.907752111612,20623437.864888802,3103516.3308791667,15518153.500592573,25728722.22918503,33158.0,5465.544437656691,24167.179400054745,42148.820599945255,111048982.75481683,14774579.50704232,86744799.46573222,135353166.04390144,33181.0,6453.288700344965,22565.340087932535,43796.659912067465,81838074.38304725,8749808.21587285,67444639.86793642,96231508.89815809,17020.0,4643.7314952524985,9381.06169030964,24658.938309690362,23332195.861406736,3408039.0426637856,17725971.63622481,28938420.086588662,4792.0,1721.791697621986,1959.652657411833,7624.3473425881675,17268917.217064235,1705610.771510095,14463187.497930128,20074646.936198343
